date,route_id,stop_id,stop_name,hour,day_of_week,is_weekend,is_holiday,peak_hour,passenger_count,bus_capacity,buses_allocated,distance_km,travel_time_min
2025-08-18,R201,S04,Market,21,0,0,0,0,9,40,1,5.02,15
2025-08-18,R201,S04,Market,22,0,0,0,0,13,40,1,7.13,23
2025-08-18,R201,S05,Bus Terminal,6,0,0,0,0,34,40,2,11.29,43
2025-08-18,R201,S05,Bus Terminal,7,0,0,0,1,147,40,5,10.03,26
2025-08-18,R201,S05,Bus Terminal,8,0,0,0,1,174,40,5,2.94,10
2025-08-18,R201,S05,Bus Terminal,9,0,0,0,1,152,40,5,4.81,13
2025-08-18,R201,S05,Bus Terminal,10,0,0,0,0,24,40,1,9.23,34
2025-08-18,R201,S05,Bus Terminal,11,0,0,0,0,90,40,2,4.38,12
2025-08-18,R201,S05,Bus Terminal,12,0,0,0,0,87,40,3,10.05,34
2025-08-18,R201,S05,Bus Terminal,13,0,0,0,0,96,40,3,2.97,11
2025-08-18,R201,S05,Bus Terminal,14,0,0,0,0,99,40,3,10.57,42
2025-08-18,R201,S05,Bus Terminal,15,0,0,0,0,97,40,2,8.43,24
2025-08-18,R201,S05,Bus Terminal,16,0,0,0,0,36,40,1,12.38,47
2025-08-18,R201,S05,Bus Terminal,17,0,0,0,1,186,40,4,4.35,14
2025-08-18,R201,S05,Bus Terminal,18,0,0,0,1,164,40,5,5.17,19
2025-08-18,R201,S05,Bus Terminal,19,0,0,0,1,191,40,5,3.04,11
2025-08-18,R201,S05,Bus Terminal,20,0,0,0,1,176,40,4,10.57,33
2025-08-18,R201,S05,Bus Terminal,21,0,0,0,0,38,40,1,3.78,13
2025-08-18,R201,S05,Bus Terminal,22,0,0,0,0,29,40,1,7.31,21
2025-08-18,R201,S06,Industrial Area,6,0,0,0,0,17,40,1,2.61,10
2025-08-18,R201,S06,Industrial Area,7,0,0,0,1,87,40,3,9.36,23
2025-08-18,R201,S06,Industrial Area,8,0,0,0,1,98,40,3,7.93,27
2025-08-18,R201,S06,Industrial Area,9,0,0,0,1,64,40,1,13.15,48
2025-08-18,R201,S06,Industrial Area,10,0,0,0,0,18,40,1,2.29,8
2025-08-18,R201,S06,Industrial Area,11,0,0,0,0,65,40,3,8.04,23
2025-08-18,R201,S06,Industrial Area,12,0,0,0,0,56,40,1,7.42,18
2025-08-18,R201,S06,Industrial Area,13,0,0,0,0,40,40,1,7.22,26
2025-08-18,R201,S06,Industrial Area,14,0,0,0,0,51,40,2,11.36,34
2025-08-18,R201,S06,Industrial Area,15,0,0,0,0,38,40,2,8.93,25
2025-08-18,R201,S06,Industrial Area,16,0,0,0,0,16,40,1,10.28,26
2025-08-18,R201,S06,Industrial Area,17,0,0,0,1,99,40,4,10.46,27
2025-08-18,R201,S06,Industrial Area,18,0,0,0,1,101,40,2,14.93,39
2025-08-18,R201,S06,Industrial Area,19,0,0,0,1,103,40,3,3.95,13
2025-08-18,R201,S06,Industrial Area,20,0,0,0,1,108,40,4,11.6,35
2025-08-18,R201,S06,Industrial Area,21,0,0,0,0,5,40,2,13.49,37
2025-08-18,R201,S06,Industrial Area,22,0,0,0,0,10,40,1,4.93,14
2025-08-18,R202,S01,Central Station,6,0,0,0,0,15,40,1,11.84,36
2025-08-18,R202,S01,Central Station,7,0,0,0,1,103,40,2,13.05,51
2025-08-18,R202,S01,Central Station,8,0,0,0,1,100,40,3,4.43,16
2025-08-18,R202,S01,Central Station,9,0,0,0,1,112,40,4,4.18,13
2025-08-18,R202,S01,Central Station,10,0,0,0,0,34,40,1,3.7,11
2025-08-18,R202,S01,Central Station,11,0,0,0,0,71,40,2,13.45,49
2025-08-18,R202,S01,Central Station,12,0,0,0,0,48,40,3,10.42,31
2025-08-18,R202,S01,Central Station,13,0,0,0,0,58,40,2,12.09,36
2025-08-18,R202,S01,Central Station,14,0,0,0,0,48,40,1,10.02,25
2025-08-18,R202,S01,Central Station,15,0,0,0,0,48,40,2,10.68,34
2025-08-18,R202,S01,Central Station,16,0,0,0,0,17,40,1,10.95,32
2025-08-18,R202,S01,Central Station,17,0,0,0,1,122,40,4,4.82,16
2025-08-18,R202,S01,Central Station,18,0,0,0,1,124,40,4,4.45,15
2025-08-18,R202,S01,Central Station,19,0,0,0,1,126,40,4,8.01,26
2025-08-18,R202,S01,Central Station,20,0,0,0,1,125,40,3,2.06,5
2025-08-18,R202,S01,Central Station,21,0,0,0,0,5,40,1,11.41,32
2025-08-18,R202,S01,Central Station,22,0,0,0,0,24,40,1,6.87,20
2025-08-18,R202,S02,City Mall,6,0,0,0,0,28,40,1,13.92,47
2025-08-18,R202,S02,City Mall,7,0,0,0,1,88,40,3,5.02,20
2025-08-18,R202,S02,City Mall,8,0,0,0,1,88,40,3,5.92,17
2025-08-18,R202,S02,City Mall,9,0,0,0,1,85,40,3,7.23,20
2025-08-18,R202,S02,City Mall,10,0,0,0,0,7,40,1,6.25,18
2025-08-18,R202,S02,City Mall,11,0,0,0,0,58,40,2,2.7,7
2025-08-18,R202,S02,City Mall,12,0,0,0,0,59,40,2,3.27,9
2025-08-18,R202,S02,City Mall,13,0,0,0,0,42,40,2,4.27,13
2025-08-18,R202,S02,City Mall,14,0,0,0,0,39,40,2,11.38,36
2025-08-18,R202,S02,City Mall,15,0,0,0,0,42,40,3,7.08,23
2025-08-18,R202,S02,City Mall,16,0,0,0,0,22,40,1,13.76,50
2025-08-18,R202,S02,City Mall,17,0,0,0,1,88,40,4,14.28,55
2025-08-18,R202,S02,City Mall,18,0,0,0,1,113,40,3,9.65,36
2025-08-18,R202,S02,City Mall,19,0,0,0,1,113,40,3,4.86,17
2025-08-18,R202,S02,City Mall,20,0,0,0,1,106,40,3,3.63,10
2025-08-18,R202,S02,City Mall,21,0,0,0,0,18,40,2,7.17,27
2025-08-18,R202,S02,City Mall,22,0,0,0,0,11,40,1,13.73,51
2025-08-18,R202,S03,University,6,0,0,0,0,27,40,1,2.21,8
2025-08-18,R202,S03,University,7,0,0,0,1,86,40,3,9.33,27
2025-08-18,R202,S03,University,8,0,0,0,1,113,40,4,2.89,9
2025-08-18,R202,S03,University,9,0,0,0,1,95,40,3,4.64,15
2025-08-18,R202,S03,University,10,0,0,0,0,21,40,1,9.45,32
2025-08-18,R202,S03,University,11,0,0,0,0,80,40,1,9.0,30
2025-08-18,R202,S03,University,12,0,0,0,0,53,40,2,5.89,19
2025-08-18,R202,S03,University,13,0,0,0,0,63,40,2,12.95,50
2025-08-18,R202,S03,University,14,0,0,0,0,60,40,2,13.71,37
2025-08-18,R202,S03,University,15,0,0,0,0,42,40,2,12.92,32
2025-08-18,R202,S03,University,16,0,0,0,0,12,40,1,11.47,37
2025-08-18,R202,S03,University,17,0,0,0,1,131,40,5,2.01,5
2025-08-18,R202,S03,University,18,0,0,0,1,116,40,4,5.58,19
2025-08-18,R202,S03,University,19,0,0,0,1,110,40,2,14.96,55
2025-08-18,R202,S03,University,20,0,0,0,1,105,40,3,10.65,34
2025-08-18,R202,S03,University,21,0,0,0,0,14,40,1,13.8,36
2025-08-18,R202,S03,University,22,0,0,0,0,15,40,1,2.09,5
2025-08-18,R202,S04,Market,6,0,0,0,0,19,40,1,4.42,12
2025-08-18,R202,S04,Market,7,0,0,0,1,87,40,3,13.19,34
2025-08-18,R202,S04,Market,8,0,0,0,1,68,40,2,10.09,38
2025-08-18,R202,S04,Market,9,0,0,0,1,66,40,2,2.11,5
2025-08-18,R202,S04,Market,10,0,0,0,0,27,40,1,9.07,22
2025-08-18,R202,S04,Market,11,0,0,0,0,64,40,2,12.08,45
2025-08-18,R202,S04,Market,12,0,0,0,0,51,40,3,2.39,6
2025-08-18,R202,S04,Market,13,0,0,0,0,55,40,2,4.63,12
2025-08-18,R202,S04,Market,14,0,0,0,0,42,40,1,7.03,27
2025-08-18,R202,S04,Market,15,0,0,0,0,45,40,2,14.85,57
2025-08-18,R202,S04,Market,16,0,0,0,0,20,40,2,3.4,8
2025-08-18,R202,S04,Market,17,0,0,0,1,84,40,3,4.28,14
2025-08-18,R202,S04,Market,18,0,0,0,1,99,40,4,6.06,17
2025-08-18,R202,S04,Market,19,0,0,0,1,96,40,3,9.23,26
2025-08-18,R202,S04,Market,20,0,0,0,1,81,40,4,7.12,18
2025-08-18,R202,S04,Market,21,0,0,0,0,5,40,2,3.1,10
2025-08-18,R202,S04,Market,22,0,0,0,0,8,40,1,14.31,48
2025-08-18,R202,S05,Bus Terminal,6,0,0,0,0,14,40,1,9.49,35
2025-08-18,R202,S05,Bus Terminal,7,0,0,0,1,115,40,3,4.31,17
2025-08-18,R202,S05,Bus Terminal,8,0,0,0,1,104,40,2,9.63,38
2025-08-18,R202,S05,Bus Terminal,9,0,0,0,1,127,40,3,13.1,33
2025-08-18,R202,S05,Bus Terminal,10,0,0,0,0,32,40,2,9.59,34
2025-08-18,R202,S05,Bus Terminal,11,0,0,0,0,70,40,2,7.64,24
2025-08-18,R202,S05,Bus Terminal,12,0,0,0,0,74,40,2,13.83,51
2025-08-18,R202,S05,Bus Terminal,13,0,0,0,0,68,40,2,9.84,39
2025-08-18,R202,S05,Bus Terminal,14,0,0,0,0,69,40,2,10.39,31
2025-08-18,R202,S05,Bus Terminal,15,0,0,0,0,78,40,2,2.48,9
2025-08-18,R202,S05,Bus Terminal,16,0,0,0,0,24,40,2,11.54,34
2025-08-18,R202,S05,Bus Terminal,17,0,0,0,1,134,40,4,3.64,12
2025-08-18,R202,S05,Bus Terminal,18,0,0,0,1,117,40,2,9.63,28
2025-08-18,R202,S05,Bus Terminal,19,0,0,0,1,128,40,3,9.64,37
2025-08-18,R202,S05,Bus Terminal,20,0,0,0,1,150,40,4,7.6,21
2025-08-18,R202,S05,Bus Terminal,21,0,0,0,0,21,40,2,12.06,42
2025-08-18,R202,S05,Bus Terminal,22,0,0,0,0,12,40,1,7.55,27
2025-08-18,R202,S06,Industrial Area,6,0,0,0,0,16,40,1,3.28,9
2025-08-18,R202,S06,Industrial Area,7,0,0,0,1,61,40,1,12.56,45
2025-08-18,R202,S06,Industrial Area,8,0,0,0,1,64,40,1,11.79,42
2025-08-18,R202,S06,Industrial Area,9,0,0,0,1,57,40,2,3.48,10
2025-08-18,R202,S06,Industrial Area,10,0,0,0,0,19,40,1,2.62,8
2025-08-18,R202,S06,Industrial Area,11,0,0,0,0,39,40,1,12.15,32
2025-08-18,R202,S06,Industrial Area,12,0,0,0,0,34,40,1,5.91,23
2025-08-18,R202,S06,Industrial Area,13,0,0,0,0,35,40,1,7.81,26
2025-08-18,R202,S06,Industrial Area,14,0,0,0,0,37,40,1,8.81,28
2025-08-18,R202,S06,Industrial Area,15,0,0,0,0,29,40,2,5.07,13
2025-08-18,R202,S06,Industrial Area,16,0,0,0,0,18,40,1,4.71,13
2025-08-18,R202,S06,Industrial Area,17,0,0,0,1,76,40,1,7.84,25
2025-08-18,R202,S06,Industrial Area,18,0,0,0,1,83,40,3,12.92,47
2025-08-18,R202,S06,Industrial Area,19,0,0,0,1,71,40,1,14.21,54
2025-08-18,R202,S06,Industrial Area,20,0,0,0,1,62,40,2,13.0,46
2025-08-18,R202,S06,Industrial Area,21,0,0,0,0,6,40,1,9.59,25
2025-08-18,R202,S06,Industrial Area,22,0,0,0,0,5,40,1,6.21,21
2025-08-18,R301,S01,Central Station,6,0,0,0,0,38,40,2,11.99,37
2025-08-18,R301,S01,Central Station,7,0,0,0,1,118,40,3,13.48,50
2025-08-18,R301,S01,Central Station,8,0,0,0,1,149,40,3,8.97,23
2025-08-18,R301,S01,Central Station,9,0,0,0,1,150,40,4,2.77,9
2025-08-18,R301,S01,Central Station,10,0,0,0,0,5,40,2,3.86,10
2025-08-18,R301,S01,Central Station,11,0,0,0,0,90,40,3,6.38,18
2025-08-18,R301,S01,Central Station,12,0,0,0,0,87,40,2,8.63,32
2025-08-18,R301,S01,Central Station,13,0,0,0,0,74,40,2,14.77,42
2025-08-18,R301,S01,Central Station,14,0,0,0,0,65,40,1,11.01,39
2025-08-18,R301,S01,Central Station,15,0,0,0,0,69,40,2,6.04,20
2025-08-18,R301,S01,Central Station,16,0,0,0,0,23,40,1,13.59,52
2025-08-18,R301,S01,Central Station,17,0,0,0,1,167,40,5,8.59,28
2025-08-18,R301,S01,Central Station,18,0,0,0,1,150,40,3,5.72,16
2025-08-18,R301,S01,Central Station,19,0,0,0,1,163,40,4,11.6,30
2025-08-18,R301,S01,Central Station,20,0,0,0,1,153,40,4,4.85,14
2025-08-18,R301,S01,Central Station,21,0,0,0,0,16,40,1,5.6,20
2025-08-18,R301,S01,Central Station,22,0,0,0,0,5,40,1,9.1,29
2025-08-18,R301,S02,City Mall,6,0,0,0,0,15,40,1,8.54,28
2025-08-18,R301,S02,City Mall,7,0,0,0,1,132,40,5,4.76,12
2025-08-18,R301,S02,City Mall,8,0,0,0,1,117,40,2,6.89,27
2025-08-18,R301,S02,City Mall,9,0,0,0,1,122,40,3,8.58,29
2025-08-18,R301,S02,City Mall,10,0,0,0,0,44,40,2,5.1,20
2025-08-18,R301,S02,City Mall,11,0,0,0,0,65,40,1,11.7,46
2025-08-18,R301,S02,City Mall,12,0,0,0,0,64,40,2,3.67,12
2025-08-18,R301,S02,City Mall,13,0,0,0,0,78,40,1,6.03,15
2025-08-18,R301,S02,City Mall,14,0,0,0,0,66,40,1,8.79,30
2025-08-18,R301,S02,City Mall,15,0,0,0,0,69,40,3,9.8,34
2025-08-18,R301,S02,City Mall,16,0,0,0,0,36,40,1,13.25,39
2025-08-18,R301,S02,City Mall,17,0,0,0,1,132,40,3,10.16,32
2025-08-18,R301,S02,City Mall,18,0,0,0,1,140,40,5,9.22,30
2025-08-18,R301,S02,City Mall,19,0,0,0,1,131,40,5,13.49,39
2025-08-18,R301,S02,City Mall,20,0,0,0,1,142,40,4,11.35,37
2025-08-18,R301,S02,City Mall,21,0,0,0,0,17,40,1,7.31,26
2025-08-18,R301,S02,City Mall,22,0,0,0,0,11,40,1,10.94,35
2025-08-18,R301,S03,University,6,0,0,0,0,29,40,2,14.0,52
2025-08-18,R301,S03,University,7,0,0,0,1,104,40,3,4.93,18
2025-08-18,R301,S03,University,8,0,0,0,1,141,40,4,5.53,21
2025-08-18,R301,S03,University,9,0,0,0,1,116,40,2,7.41,25
2025-08-18,R301,S03,University,10,0,0,0,0,18,40,1,13.75,53
2025-08-18,R301,S03,University,11,0,0,0,0,67,40,2,2.01,6
2025-08-18,R301,S03,University,12,0,0,0,0,54,40,2,14.6,55
2025-08-18,R301,S03,University,13,0,0,0,0,76,40,2,7.45,29
2025-08-18,R301,S03,University,14,0,0,0,0,75,40,3,8.88,28
2025-08-18,R301,S03,University,15,0,0,0,0,67,40,1,8.49,26
2025-08-18,R301,S03,University,16,0,0,0,0,22,40,1,8.71,27
2025-08-18,R301,S03,University,17,0,0,0,1,136,40,3,4.99,18
2025-08-18,R301,S03,University,18,0,0,0,1,149,40,5,14.54,38
2025-08-18,R301,S03,University,19,0,0,0,1,127,40,5,3.34,11
2025-08-18,R301,S03,University,20,0,0,0,1,139,40,5,4.38,16
2025-08-18,R301,S03,University,21,0,0,0,0,5,40,2,8.72,27
2025-08-18,R301,S03,University,22,0,0,0,0,22,40,2,9.97,34
2025-08-18,R301,S04,Market,6,0,0,0,0,19,40,1,10.77,32
2025-08-18,R301,S04,Market,7,0,0,0,1,104,40,3,14.05,41
2025-08-18,R301,S04,Market,8,0,0,0,1,111,40,3,8.96,23
2025-08-18,R301,S04,Market,9,0,0,0,1,112,40,3,7.11,23
2025-08-18,R301,S04,Market,10,0,0,0,0,12,40,1,4.58,14
2025-08-18,R301,S04,Market,11,0,0,0,0,58,40,2,2.67,7
2025-08-18,R301,S04,Market,12,0,0,0,0,66,40,2,10.99,40
2025-08-18,R301,S04,Market,13,0,0,0,0,62,40,3,4.41,15
2025-08-18,R301,S04,Market,14,0,0,0,0,63,40,2,3.73,11
2025-08-18,R301,S04,Market,15,0,0,0,0,37,40,1,9.87,31
2025-08-18,R301,S04,Market,16,0,0,0,0,29,40,1,10.63,30
2025-08-18,R301,S04,Market,17,0,0,0,1,102,40,3,7.36,20
2025-08-18,R301,S04,Market,18,0,0,0,1,117,40,3,6.03,18
2025-08-18,R301,S04,Market,19,0,0,0,1,116,40,3,4.79,18
2025-08-18,R301,S04,Market,20,0,0,0,1,116,40,3,6.29,18
2025-08-18,R301,S04,Market,21,0,0,0,0,10,40,1,3.94,10
2025-08-18,R301,S04,Market,22,0,0,0,0,24,40,2,10.59,29
2025-08-18,R301,S05,Bus Terminal,6,0,0,0,0,38,40,1,14.59,38
2025-08-18,R301,S05,Bus Terminal,7,0,0,0,1,152,40,4,3.31,11
2025-08-18,R301,S05,Bus Terminal,8,0,0,0,1,139,40,4,5.28,19
2025-08-18,R301,S05,Bus Terminal,9,0,0,0,1,152,40,4,7.93,22
2025-08-18,R301,S05,Bus Terminal,10,0,0,0,0,53,40,2,2.51,8
2025-08-18,R301,S05,Bus Terminal,11,0,0,0,0,69,40,2,13.15,38
2025-08-18,R301,S05,Bus Terminal,12,0,0,0,0,90,40,4,6.98,22
2025-08-18,R301,S05,Bus Terminal,13,0,0,0,0,91,40,4,13.94,45
2025-08-18,R301,S05,Bus Terminal,14,0,0,0,0,100,40,4,6.44,25
2025-08-18,R301,S05,Bus Terminal,15,0,0,0,0,90,40,4,12.35,45
2025-08-18,R301,S05,Bus Terminal,16,0,0,0,0,33,40,1,11.91,47
2025-08-18,R301,S05,Bus Terminal,17,0,0,0,1,169,40,5,6.34,19
2025-08-18,R301,S05,Bus Terminal,18,0,0,0,1,162,40,4,11.52,37
2025-08-18,R301,S05,Bus Terminal,19,0,0,0,1,177,40,5,2.67,6
2025-08-18,R301,S05,Bus Terminal,20,0,0,0,1,150,40,4,2.36,5
2025-08-18,R301,S05,Bus Terminal,21,0,0,0,0,12,40,1,6.35,17
2025-08-18,R301,S05,Bus Terminal,22,0,0,0,0,21,40,1,4.61,16
2025-08-18,R301,S06,Industrial Area,6,0,0,0,0,29,40,1,8.5,23
2025-08-18,R301,S06,Industrial Area,7,0,0,0,1,79,40,2,6.31,17
2025-08-18,R301,S06,Industrial Area,8,0,0,0,1,71,40,2,2.95,9
2025-08-18,R301,S06,Industrial Area,9,0,0,0,1,77,40,1,2.37,8
2025-08-18,R301,S06,Industrial Area,10,0,0,0,0,14,40,2,11.44,40
2025-08-18,R301,S06,Industrial Area,11,0,0,0,0,41,40,2,6.2,16
2025-08-18,R301,S06,Industrial Area,12,0,0,0,0,40,40,1,9.32,36
2025-08-18,R301,S06,Industrial Area,13,0,0,0,0,40,40,2,14.18,51
2025-08-18,R301,S06,Industrial Area,14,0,0,0,0,27,40,1,7.59,24
2025-08-18,R301,S06,Industrial Area,15,0,0,0,0,47,40,2,11.95,41
2025-08-18,R301,S06,Industrial Area,16,0,0,0,0,24,40,1,6.71,23
2025-08-18,R301,S06,Industrial Area,17,0,0,0,1,103,40,3,8.87,30
2025-08-18,R301,S06,Industrial Area,18,0,0,0,1,97,40,2,11.42,29
2025-08-18,R301,S06,Industrial Area,19,0,0,0,1,96,40,3,2.09,6
2025-08-18,R301,S06,Industrial Area,20,0,0,0,1,91,40,4,7.85,25
2025-08-18,R301,S06,Industrial Area,21,0,0,0,0,5,40,1,9.0,31
2025-08-18,R301,S06,Industrial Area,22,0,0,0,0,12,40,1,14.56,52
2025-08-18,R302,S01,Central Station,6,0,0,0,0,21,40,1,13.76,41
2025-08-18,R302,S01,Central Station,7,0,0,0,1,98,40,3,8.42,21
2025-08-18,R302,S01,Central Station,8,0,0,0,1,94,40,4,9.72,37
2025-08-18,R302,S01,Central Station,9,0,0,0,1,87,40,3,11.95,35
2025-08-18,R302,S01,Central Station,10,0,0,0,0,39,40,1,13.68,47
2025-08-18,R302,S01,Central Station,11,0,0,0,0,57,40,2,10.36,33
2025-08-18,R302,S01,Central Station,12,0,0,0,0,52,40,2,6.71,26
2025-08-18,R302,S01,Central Station,13,0,0,0,0,54,40,2,3.79,11
2025-08-18,R302,S01,Central Station,14,0,0,0,0,50,40,3,4.99,14
2025-08-18,R302,S01,Central Station,15,0,0,0,0,49,40,2,2.73,8
2025-08-18,R302,S01,Central Station,16,0,0,0,0,5,40,1,2.86,10
2025-08-18,R302,S01,Central Station,17,0,0,0,1,89,40,3,8.99,29
2025-08-18,R302,S01,Central Station,18,0,0,0,1,93,40,4,3.82,10
2025-08-18,R302,S01,Central Station,19,0,0,0,1,103,40,4,9.43,34
2025-08-18,R302,S01,Central Station,20,0,0,0,1,81,40,3,3.17,10
2025-08-18,R302,S01,Central Station,21,0,0,0,0,5,40,1,14.37,36
2025-08-18,R302,S01,Central Station,22,0,0,0,0,5,40,1,8.31,24
2025-08-18,R302,S02,City Mall,6,0,0,0,0,18,40,1,8.05,24
2025-08-18,R302,S02,City Mall,7,0,0,0,1,80,40,2,12.14,34
2025-08-18,R302,S02,City Mall,8,0,0,0,1,69,40,2,6.22,22
2025-08-18,R302,S02,City Mall,9,0,0,0,1,70,40,2,2.76,10
2025-08-18,R302,S02,City Mall,10,0,0,0,0,10,40,1,14.5,42
2025-08-18,R302,S02,City Mall,11,0,0,0,0,38,40,1,3.24,10
2025-08-18,R302,S02,City Mall,12,0,0,0,0,41,40,1,6.27,22
2025-08-18,R302,S02,City Mall,13,0,0,0,0,55,40,2,14.88,39
2025-08-18,R302,S02,City Mall,14,0,0,0,0,32,40,1,7.44,28
2025-08-18,R302,S02,City Mall,15,0,0,0,0,60,40,2,10.88,40
2025-08-18,R302,S02,City Mall,16,0,0,0,0,5,40,1,8.93,32
2025-08-18,R302,S02,City Mall,17,0,0,0,1,94,40,2,8.33,30
2025-08-18,R302,S02,City Mall,18,0,0,0,1,79,40,3,11.73,34
2025-08-18,R302,S02,City Mall,19,0,0,0,1,75,40,2,9.81,28
2025-08-18,R302,S02,City Mall,20,0,0,0,1,97,40,3,9.33,32
2025-08-18,R302,S02,City Mall,21,0,0,0,0,9,40,2,11.77,40
2025-08-18,R302,S02,City Mall,22,0,0,0,0,9,40,2,14.52,56
2025-08-18,R302,S03,University,6,0,0,0,0,15,40,1,6.49,21
2025-08-18,R302,S03,University,7,0,0,0,1,76,40,2,10.35,31
2025-08-18,R302,S03,University,8,0,0,0,1,80,40,3,11.67,34
2025-08-18,R302,S03,University,9,0,0,0,1,50,40,3,14.05,43
2025-08-18,R302,S03,University,10,0,0,0,0,5,40,1,10.05,38
2025-08-18,R302,S03,University,11,0,0,0,0,49,40,2,8.43,21
2025-08-18,R302,S03,University,12,0,0,0,0,57,40,3,6.89,26
2025-08-18,R302,S03,University,13,0,0,0,0,59,40,2,10.94,27
2025-08-18,R302,S03,University,14,0,0,0,0,36,40,1,11.91,42
2025-08-18,R302,S03,University,15,0,0,0,0,47,40,2,11.47,37
2025-08-18,R302,S03,University,16,0,0,0,0,5,40,2,3.92,11
2025-08-18,R302,S03,University,17,0,0,0,1,87,40,4,7.28,28
2025-08-18,R302,S03,University,18,0,0,0,1,99,40,4,3.82,12
2025-08-18,R302,S03,University,19,0,0,0,1,91,40,3,9.98,30
2025-08-18,R302,S03,University,20,0,0,0,1,88,40,4,8.0,25
2025-08-18,R302,S03,University,21,0,0,0,0,9,40,1,6.26,16
2025-08-18,R302,S03,University,22,0,0,0,0,22,40,1,4.81,18
2025-08-18,R302,S04,Market,6,0,0,0,0,12,40,1,11.17,38
2025-08-18,R302,S04,Market,7,0,0,0,1,64,40,2,12.33,43
2025-08-18,R302,S04,Market,8,0,0,0,1,78,40,2,11.32,39
2025-08-18,R302,S04,Market,9,0,0,0,1,61,40,1,8.96,28
2025-08-18,R302,S04,Market,10,0,0,0,0,5,40,1,10.91,43
2025-08-18,R302,S04,Market,11,0,0,0,0,49,40,3,3.69,14
2025-08-18,R302,S04,Market,12,0,0,0,0,45,40,2,14.71,46
2025-08-18,R302,S04,Market,13,0,0,0,0,13,40,1,14.92,49
2025-08-18,R302,S04,Market,14,0,0,0,0,34,40,1,14.27,47
2025-08-18,R302,S04,Market,15,0,0,0,0,35,40,2,2.74,10
2025-08-18,R302,S04,Market,16,0,0,0,0,28,40,1,5.86,20
2025-08-18,R302,S04,Market,17,0,0,0,1,70,40,2,3.32,12
2025-08-18,R302,S04,Market,18,0,0,0,1,72,40,3,5.08,13
2025-08-18,R302,S04,Market,19,0,0,0,1,72,40,2,5.26,14
2025-08-18,R302,S04,Market,20,0,0,0,1,65,40,3,10.43,32
2025-08-18,R302,S04,Market,21,0,0,0,0,20,40,1,2.89,7
2025-08-18,R302,S04,Market,22,0,0,0,0,5,40,1,7.5,27
2025-08-18,R302,S05,Bus Terminal,6,0,0,0,0,16,40,1,5.21,19
2025-08-18,R302,S05,Bus Terminal,7,0,0,0,1,94,40,4,6.89,24
2025-08-18,R302,S05,Bus Terminal,8,0,0,0,1,81,40,2,5.9,23
2025-08-18,R302,S05,Bus Terminal,9,0,0,0,1,112,40,2,2.54,6
2025-08-18,R302,S05,Bus Terminal,10,0,0,0,0,21,40,1,5.15,20
2025-08-18,R302,S05,Bus Terminal,11,0,0,0,0,61,40,2,8.37,27
2025-08-18,R302,S05,Bus Terminal,12,0,0,0,0,43,40,2,5.97,19
2025-08-18,R302,S05,Bus Terminal,13,0,0,0,0,60,40,1,10.58,28
2025-08-18,R302,S05,Bus Terminal,14,0,0,0,0,60,40,2,6.22,16
2025-08-18,R302,S05,Bus Terminal,15,0,0,0,0,62,40,1,2.48,6
2025-08-18,R302,S05,Bus Terminal,16,0,0,0,0,40,40,2,9.08,29
2025-08-18,R302,S05,Bus Terminal,17,0,0,0,1,99,40,3,10.12,36
2025-08-18,R302,S05,Bus Terminal,18,0,0,0,1,103,40,3,5.66,18
2025-08-18,R302,S05,Bus Terminal,19,0,0,0,1,97,40,3,4.73,13
2025-08-18,R302,S05,Bus Terminal,20,0,0,0,1,104,40,4,11.8,37
2025-08-18,R302,S05,Bus Terminal,21,0,0,0,0,17,40,1,10.76,37
2025-08-18,R302,S05,Bus Terminal,22,0,0,0,0,17,40,1,4.46,12
2025-08-18,R302,S06,Industrial Area,6,0,0,0,0,28,40,1,13.45,51
2025-08-18,R302,S06,Industrial Area,7,0,0,0,1,55,40,1,13.61,42
2025-08-18,R302,S06,Industrial Area,8,0,0,0,1,50,40,1,11.88,34
2025-08-18,R302,S06,Industrial Area,9,0,0,0,1,39,40,1,13.06,39
2025-08-18,R302,S06,Industrial Area,10,0,0,0,0,20,40,1,13.41,52
2025-08-18,R302,S06,Industrial Area,11,0,0,0,0,26,40,1,4.02,12
2025-08-18,R302,S06,Industrial Area,12,0,0,0,0,37,40,2,14.63,40
2025-08-18,R302,S06,Industrial Area,13,0,0,0,0,24,40,2,12.31,45
2025-08-18,R302,S06,Industrial Area,14,0,0,0,0,40,40,1,6.95,24
2025-08-18,R302,S06,Industrial Area,15,0,0,0,0,32,40,2,13.55,36
2025-08-18,R302,S06,Industrial Area,16,0,0,0,0,21,40,1,8.4,28
2025-08-18,R302,S06,Industrial Area,17,0,0,0,1,60,40,2,5.08,16
2025-08-18,R302,S06,Industrial Area,18,0,0,0,1,47,40,2,11.15,31
2025-08-18,R302,S06,Industrial Area,19,0,0,0,1,52,40,1,6.08,22
2025-08-18,R302,S06,Industrial Area,20,0,0,0,1,43,40,2,13.62,37
2025-08-18,R302,S06,Industrial Area,21,0,0,0,0,7,40,1,14.1,35
2025-08-18,R302,S06,Industrial Area,22,0,0,0,0,5,40,1,14.17,46
2025-08-18,R401,S01,Central Station,6,0,0,0,0,28,40,2,3.49,9
2025-08-18,R401,S01,Central Station,7,0,0,0,1,77,40,2,6.43,24
2025-08-18,R401,S01,Central Station,8,0,0,0,1,121,40,5,7.81,19
2025-08-18,R401,S01,Central Station,9,0,0,0,1,102,40,3,14.92,55
